Probe,p-value,q_value,DEG
1555997_s_at,0.0012171181116723817,0.015203548721884274,1.0
1556012_at,6.366458256640707e-12,1.0946103936535555e-09,1.0
1556047_s_at,9.499737734329596e-06,0.00023104900383650828,1.0
1556060_a_at,8.431467287881112e-10,7.202976155701559e-08,1.0
1556151_at,6.826722810262059e-06,0.00017441638768741965,1.0
1556205_at,0.004849339478734644,0.04833867566085992,1.0
1556228_a_at,8.45133131120251e-06,0.00020851829397111786,1.0
1556308_at,1.572448167751105e-08,8.798567041640713e-07,1.0
1556551_s_at,3.282167386754461e-09,2.271550656592407e-07,1.0
1556988_s_at,2.017977141048566e-06,6.079135469817427e-05,1.0
1557053_s_at,0.0007981279832195619,0.010630364794769684,1.0
1557121_s_at,0.000630763571714155,0.008704441767660632,1.0
1557155_a_at,0.0014952564929850989,0.018094986443992978,1.0
1557270_at,0.0041390129413887596,0.04260194119683537,1.0
1557910_at,9.566483503111283e-05,0.0017115428191512088,1.0
1557915_s_at,1.47126282498082e-05,0.0003388428599655701,1.0
1557987_at,0.0007406959074432194,0.010006807200261432,1.0
1557996_at,0.0031615401992178623,0.0340404116566043,1.0
1558097_at,0.0014992079380330345,0.018138790443008666,1.0
1558152_at,1.2863307915552729e-05,0.0003014579341118069,1.0
1558511_s_at,1.5286337783464205e-07,6.48898385666598e-06,1.0
1558605_at,7.555430130184573e-07,2.5802195026098787e-05,1.0
1558685_a_at,1.303917040170933e-05,0.000305056329359631,1.0
1558693_s_at,1.081612688534424e-06,3.543269846951446e-05,1.0
1558703_at,0.0005016526855359646,0.007202694480482895,1.0
1558953_s_at,0.0010685942641520908,0.013618972352567732,1.0
1558956_s_at,5.768274229212713e-06,0.00015061145820544655,1.0
1559530_at,0.0010334929612308798,0.013230210174502072,1.0
1559776_at,0.0016070823264510293,0.019264903792745015,1.0
1560116_a_at,1.1295819643118606e-05,0.00026957614098101695,1.0
1560850_at,0.002384094234457144,0.027077347791637795,1.0
1562063_x_at,0.0009141328336673342,0.01191707503117823,1.0
1562228_s_at,0.002847098127197163,0.03121338366068058,1.0
1562821_a_at,2.7190774995847192e-08,1.4226369597109525e-06,1.0
1563796_s_at,5.139203269957384e-05,0.0010096512353033416,1.0
1563947_a_at,0.0009325656133756015,0.012119806254174238,1.0
1564207_at,0.0022851534061635974,0.02617909374746811,1.0
1565483_at,0.00435655694106156,0.044530706814832836,1.0
1566303_s_at,0.0002529394861115487,0.003976269811141151,1.0
1566557_at,0.00044487522192038426,0.006488010871831691,1.0
1567107_s_at,0.0028318688404107154,0.03121338366068058,1.0
1569110_x_at,0.0013533335210982084,0.016665205014874895,1.0
1569129_s_at,1.1116309154525134e-05,0.00026575610101603047,1.0
1569868_s_at,0.002847098127197163,0.03121338366068058,1.0
1569872_a_at,0.0006042277477491261,0.008394429443965937,1.0
200000_s_at,2.8589658364068268e-06,8.218560069765752e-05,1.0
200005_at,0.0039042797545135147,0.04062159763616107,1.0
200008_s_at,1.823256478881733e-05,0.0004083840556446487,1.0
200035_at,1.194648968232315e-11,1.8245092831872018e-09,1.0
200039_s_at,0.00020142436906910732,0.00327374476184704,1.0
200041_s_at,3.9852917399142204e-08,1.995383020877381e-06,1.0
200045_at,2.063409595616272e-06,6.202139617389757e-05,1.0
200051_at,2.353962499093766e-05,0.0005103207757254229,1.0
200052_s_at,8.800460225916325e-10,7.459925005456978e-08,1.0
200054_at,2.4362186593892564e-07,9.779754420125374e-06,1.0
200056_s_at,4.403333322020254e-07,1.634434822684707e-05,1.0
200066_at,0.00019088326512256616,0.003123778066619666,1.0
200075_s_at,6.193150655836463e-07,2.1803638899411374e-05,1.0
200079_s_at,2.397678295418252e-08,1.2789566907511505e-06,1.0
200082_s_at,2.8997766534909824e-08,1.5056532623895485e-06,1.0
200593_s_at,2.670294874196376e-06,7.753498260578166e-05,1.0
200596_s_at,3.7429323993926255e-07,1.4191735709902344e-05,1.0
200598_s_at,0.0005304319358703579,0.0075524390869041195,1.0
200600_at,2.9041737677994057e-11,3.959743160958417e-09,1.0
200601_at,2.292158540591361e-08,1.2310782731515977e-06,1.0
200607_s_at,4.392650766514137e-06,0.00011919016409883893,1.0
200611_s_at,3.1591584208235296e-06,8.956881597400502e-05,1.0
200613_at,0.0020425705257069494,0.023806766892566073,1.0
200619_at,0.002003443122907782,0.02341561623449829,1.0
200628_s_at,1.2147793385368985e-07,5.318091682630263e-06,1.0
200629_at,0.0004386096205156148,0.006416179031325911,1.0
200634_at,0.0006515727614169995,0.008932984135023685,1.0
200635_s_at,4.939994793171946e-06,0.0001319463680101007,1.0
200637_s_at,0.0008453182606740648,0.01117119351394354,1.0
200643_at,0.0014153583781780722,0.01730814567812259,1.0
200647_x_at,0.002847098127197163,0.03121338366068058,1.0
200649_at,0.002737679951181854,0.03047905748948643,1.0
200652_at,0.002847098127197163,0.03121338366068058,1.0
200656_s_at,0.0025949519275023716,0.029133264196343364,1.0
200659_s_at,0.0008550926963246842,0.011273738406450955,1.0
200660_at,0.0003770649141607871,0.005629586509804089,1.0
200661_at,0.004850550231513347,0.04834193108056731,1.0
200664_s_at,0.001957601057111892,0.02297313539334464,1.0
200670_at,7.38663804018762e-12,1.2312940086806648e-09,1.0
200678_x_at,0.0002029225232115262,0.0032918230063738664,1.0
200679_x_at,5.852922102017444e-10,5.246041244718094e-08,1.0
200687_s_at,3.3341920847528766e-12,6.221738984090905e-10,1.0
200698_at,3.2347415377446435e-05,0.0006747786859068615,1.0
200709_at,1.4193598914539766e-05,0.0003286891235292087,1.0
200719_at,2.6123934500825543e-07,1.0395386599946408e-05,1.0
200727_s_at,2.5395473017826283e-05,0.0005460076630946332,1.0
200737_at,6.064172751569667e-05,0.0011637574628982838,1.0
200739_s_at,5.511856158614469e-05,0.001070933672609261,1.0
200744_s_at,3.035222528667008e-05,0.0006385178597724842,1.0
200749_at,1.9476303571664785e-11,2.794926240894415e-09,1.0
200750_s_at,1.0488709622725935e-07,4.692882149120626e-06,1.0
200752_s_at,1.4383179513502429e-05,0.0003325159999580318,1.0
200755_s_at,1.898024308423065e-07,7.873632705844543e-06,1.0
200757_s_at,1.0277246260005156e-08,6.094451618934728e-07,1.0
200759_x_at,5.349127052944189e-06,0.00014135501286598526,1.0
200772_x_at,0.004833456828180462,0.048241922614232706,1.0
200783_s_at,1.0678012509979175e-11,1.677644637882504e-09,1.0
200790_at,1.3595992376376944e-18,3.378913105356406e-15,1.0
200793_s_at,0.0025174988876616533,0.028374407685611402,1.0
200795_at,3.485112592745189e-06,9.77673324824747e-05,1.0
200798_x_at,6.09603437545169e-05,0.0011678369988711323,1.0
200802_at,0.0017272386649023225,0.020561021990754297,1.0
200806_s_at,1.9555256025064242e-05,0.0004335700012856397,1.0
200808_s_at,0.0012401343428930494,0.015452220874584659,1.0
200811_at,3.781669052186015e-11,5.030723976356943e-09,1.0
200815_s_at,4.5068297694117355e-14,1.5897478557586236e-11,1.0
200816_s_at,0.004792257339480022,0.047918191301402735,1.0
200820_at,1.8114851475383056e-05,0.0004060801576123693,1.0
200822_x_at,3.575766358416766e-07,1.3636342528296465e-05,1.0
200824_at,2.7553023616573194e-12,5.361073189452453e-10,1.0
200825_s_at,2.704270215193132e-07,1.0698695659600905e-05,1.0
200827_at,7.498381736011546e-13,1.7747793134910446e-10,1.0
200832_s_at,0.001004394311168625,0.012929000879151897,1.0
200836_s_at,0.00237744364781368,0.027018651308296185,1.0
200842_s_at,4.003945314935824e-05,0.000812906461545177,1.0
200844_s_at,0.0030820485882557358,0.033282837559328926,1.0
200846_s_at,0.003278055838689032,0.03511514556824507,1.0
200848_at,0.0002701372819522383,0.004204314230213103,1.0
200849_s_at,0.00040844228515711663,0.006035519494450041,1.0
200850_s_at,0.002280343765705332,0.02613790259747149,1.0
200852_x_at,5.513033338937928e-07,1.986981528058215e-05,1.0
200859_x_at,8.851390188251324e-05,0.0016035445942433435,1.0
200860_s_at,0.001964903337285232,0.02304893584339628,1.0
200862_at,0.0023994682291718925,0.027240640662369853,1.0
200864_s_at,1.2854961271125735e-11,1.936212141869971e-09,1.0
200868_s_at,0.0001862505164422797,0.003058032128072565,1.0
200878_at,0.0015797635377251358,0.018995727166290256,1.0
200889_s_at,6.330194875246765e-09,3.964529264651969e-07,1.0
200890_s_at,5.770920463303983e-07,2.066306983177114e-05,1.0
200892_s_at,3.82702564529292e-05,0.0007822154286220202,1.0
200896_x_at,2.0113629891943023e-08,1.1008135278698545e-06,1.0
200899_s_at,2.148932808902118e-08,1.1644489725146015e-06,1.0
200900_s_at,9.727719123354236e-07,3.228180511881231e-05,1.0
200903_s_at,0.00040866014025521817,0.006035519494450041,1.0
200909_s_at,0.0027790276875216176,0.03085143935334913,1.0
200910_at,0.0009654117670024942,0.012475511311950219,1.0
200913_at,3.6076842778604894e-07,1.3736082025906843e-05,1.0
200914_x_at,1.0744082828652859e-06,3.52600677464943e-05,1.0
200915_x_at,0.0029170831379019455,0.03173960608254505,1.0
200919_at,3.1683502866449507e-06,8.970976277696151e-05,1.0
200920_s_at,0.004931891312040706,0.04901857071183886,1.0
200924_s_at,0.0002947560431415731,0.004533273321734321,1.0
200941_at,0.004770265973942369,0.0477157504802962,1.0
200947_s_at,1.6934411150129978e-05,0.0003825987312534531,1.0
200948_at,0.00010513451307218143,0.0018566632759113436,1.0
200950_at,0.0001843732825704202,0.0030345000675911274,1.0
200956_s_at,2.7726737801591144e-09,1.9687784276649296e-07,1.0
200957_s_at,5.18981323668833e-08,2.5222492330305287e-06,1.0
200960_x_at,0.002847098127197163,0.03121338366068058,1.0
200964_at,1.4252564418053554e-07,6.078463023066132e-06,1.0
200968_s_at,3.3353250877167145e-08,1.701109134057009e-06,1.0
200977_s_at,0.0001848525444510279,0.0030405574211371696,1.0
200980_s_at,1.763371744131521e-08,9.77812881444127e-07,1.0
200983_x_at,1.8695078819072165e-06,5.676016053710198e-05,1.0
200984_s_at,3.038287226078293e-06,8.66729510987634e-05,1.0
200990_at,7.180384588448398e-05,0.001342638602508263,1.0
200998_s_at,2.101761782611295e-06,6.282877280714739e-05,1.0
201000_at,1.3675256461041346e-07,5.8663413480962066e-06,1.0
201001_s_at,0.0021567505892002565,0.02491976721566442,1.0
201011_at,4.3791748479352257e-07,1.6276776669670866e-05,1.0
201014_s_at,1.9151789970723576e-07,7.926753343295318e-06,1.0
201018_at,6.335834110967657e-06,0.00016369531169332764,1.0
201020_at,0.00444551199433932,0.045257731706956565,1.0
201023_at,0.0015887095369912115,0.019078122981549414,1.0
201027_s_at,6.033756948478352e-05,0.0011583415068751892,1.0
201037_at,6.140761177724954e-11,7.70059902275486e-09,1.0
201038_s_at,2.8233998278626083e-05,0.0005994927595665558,1.0
201039_s_at,0.000495936329974255,0.007130006649185842,1.0
201040_at,0.0026373522412713275,0.029554669766655016,1.0
201046_s_at,9.892017325800825e-10,8.244604379392685e-08,1.0
201050_at,0.00046003144064826214,0.006684086903386588,1.0
201053_s_at,9.64055952181518e-09,5.785923071956586e-07,1.0
201056_at,2.663028130724769e-05,0.0005694722264012022,1.0
201057_s_at,8.111374806828216e-08,3.7205488050615163e-06,1.0
201060_x_at,0.0006114002224001052,0.008473441798443358,1.0
201063_at,1.3587443076607815e-06,4.289223153657808e-05,1.0
201064_s_at,1.545794916630635e-07,6.556736777872768e-06,1.0
201066_at,4.550533699725621e-06,0.00012294818601180763,1.0
201067_at,0.00025190995852430857,0.003962821152369827,1.0
201070_x_at,1.0627903709723377e-05,0.00025543440467635354,1.0
201072_s_at,1.4866123523023886e-05,0.00034180206207793567,1.0
201074_at,0.000556893945049428,0.007845114280690535,1.0
201085_s_at,0.0009156536308891385,0.011928368422412114,1.0
201086_x_at,0.00018013518036150922,0.0029692164565165865,1.0
201088_at,0.0018104326695841688,0.0214300511386695,1.0
201093_x_at,0.002106545674581859,0.024448181863248385,1.0
201099_at,5.075665576741475e-09,3.339494770256801e-07,1.0
201102_s_at,5.698386060902198e-05,0.001102084392924753,1.0
201108_s_at,1.0420094470627465e-06,3.4320401516961244e-05,1.0
201109_s_at,0.00038919614223692164,0.005776139814550405,1.0
201115_at,5.5582646244224655e-06,0.00014589443991372937,1.0
201116_s_at,0.00015473151421433997,0.002596478555496988,1.0
201117_s_at,2.624915200228103e-11,3.6333478119613044e-09,1.0
201124_at,5.701920575874619e-06,0.0001492031553026849,1.0
201125_s_at,0.002301445864733167,0.026346640002991188,1.0
201126_s_at,4.975491861687294e-05,0.0009803063695054154,1.0
201132_at,1.2143464313086528e-06,3.889536680246081e-05,1.0
201133_s_at,8.996939073031077e-10,7.614669408946968e-08,1.0
201136_at,8.213752520182973e-06,0.00020348297192614593,1.0
201145_at,1.8381784026252475e-10,1.947721010921229e-08,1.0
201150_s_at,0.0044388427737123625,0.04522805230203567,1.0
201155_s_at,4.05409337834029e-05,0.0008227823142567014,1.0
201160_s_at,0.00031039913455399733,0.0047458256939988275,1.0
201161_s_at,1.8471808963968036e-12,3.7684558026304194e-10,1.0
201164_s_at,0.0001620353024281648,0.002700397497679715,1.0
201168_x_at,6.835564930307027e-08,3.219074182295751e-06,1.0
201170_s_at,0.0019179665061515245,0.022561277694456667,1.0
201173_x_at,0.0040906105534171105,0.04223001711272935,1.0
201178_at,7.522979788116213e-08,3.4798554984370047e-06,1.0
201179_s_at,0.004525455226692367,0.0458134375262957,1.0
201181_at,0.00012226934273507233,0.0021101882304419444,1.0
201183_s_at,3.727683359433871e-08,1.883651457274001e-06,1.0
201184_s_at,0.0016742062155386754,0.01998629363200373,1.0
201185_at,0.0004538650047991611,0.0066085403827947095,1.0
201189_s_at,0.0001935592357427722,0.0031647282339222695,1.0
201192_s_at,3.012298493245402e-08,1.5562741268244836e-06,1.0
201195_s_at,1.9105413168081147e-13,5.3844766235300866e-11,1.0
201196_s_at,8.832174268137434e-12,1.4371997860428995e-09,1.0
201197_at,8.418696607129945e-07,2.8430650833528706e-05,1.0
201198_s_at,0.000881168200881365,0.011545140518377338,1.0
201201_at,3.2546516504857324e-08,1.6682329442951317e-06,1.0
201204_s_at,1.0754510382420984e-05,0.0002582357730166303,1.0
201206_s_at,9.457223330248989e-06,0.00023021980658119478,1.0
201214_s_at,0.0007971136638991672,0.010622030117886172,1.0
201215_at,0.0006387874138562331,0.008785531875540676,1.0
201218_at,0.0036992042338784754,0.03885017124227923,1.0
201219_at,3.714317542187747e-06,0.00010334875909369723,1.0
201223_s_at,0.0002708708348645584,0.004209739311034601,1.0
201224_s_at,3.978551156072719e-08,1.9953138818376428e-06,1.0
201231_s_at,0.0005536389979375925,0.007809652273539183,1.0
201232_s_at,0.00031926429857212854,0.004862333015161874,1.0
201236_s_at,6.677574790010756e-07,2.3239745489741443e-05,1.0
201237_at,7.58848093070628e-05,0.0014026375756807502,1.0
201238_s_at,0.0007379938723916703,0.009972766923631879,1.0
201244_s_at,0.0001332023720367829,0.002271628100783252,1.0
201245_s_at,0.003455944489478257,0.03673998929850743,1.0
201251_at,1.1054746804477938e-06,3.602015980541307e-05,1.0
201252_at,5.365572712762723e-05,0.001046229272718623,1.0
201255_x_at,9.479927019508025e-15,4.355588317576481e-12,1.0
201263_at,9.730299924243747e-07,3.228180511881231e-05,1.0
201268_at,7.4536117864885935e-06,0.00018788668714903817,1.0
201271_s_at,4.1982150023576696e-07,1.5721740085883942e-05,1.0
201272_at,0.0025047860261344463,0.028254420461914766,1.0
201275_at,1.3800543394335519e-08,7.85984073005515e-07,1.0
201278_at,0.004037064079826683,0.04179634133015033,1.0
201291_s_at,4.628406007757151e-06,0.00012477682859871346,1.0
201292_at,0.0011532974494423544,0.014532504735713466,1.0
201298_s_at,0.0001214643292874811,0.002099608663861217,1.0
201303_at,0.00012864375114886417,0.0022041983998947502,1.0
201304_at,0.00011512207566558496,0.002005192573117508,1.0
201311_s_at,3.5027650756950815e-10,3.359889131818045e-08,1.0
201314_at,0.0005036035909501304,0.007228807123969121,1.0
201316_at,0.0017461572460700946,0.0207681417073923,1.0
201327_s_at,0.0023759820060333353,0.027013597733518753,1.0
201342_at,5.041421767383662e-07,1.8400516363932024e-05,1.0
201346_at,0.0019704259079912968,0.023088949104034324,1.0
201349_at,5.997149172552952e-07,2.127800979943755e-05,1.0
201361_at,2.1472301713916275e-08,1.1644489725146015e-06,1.0
201366_at,0.0002800041405861937,0.004328965942494415,1.0
201369_s_at,0.0001363560767659091,0.0023196176339844886,1.0
201370_s_at,0.0007860855141751807,0.01050836808986015,1.0
201371_s_at,0.00040520555885449193,0.0059893522385426725,1.0
201373_at,0.0010914021930822357,0.013848320934502494,1.0
201376_s_at,0.00036209141481138667,0.005426061319672649,1.0
201377_at,2.940741530207136e-06,8.431307979238341e-05,1.0
201378_s_at,9.473212539783547e-07,3.156294305988211e-05,1.0
201379_s_at,3.429950025713483e-06,9.63187044971159e-05,1.0
201380_at,0.001117613158931509,0.014125173246551144,1.0
201384_s_at,1.0118291096291562e-06,3.3427043244093125e-05,1.0
201387_s_at,1.4297608135202863e-06,4.492653590759865e-05,1.0
201397_at,5.76236331055658e-15,3.0293962885065482e-12,1.0
201399_s_at,0.00043868448739344733,0.006416179031325911,1.0
201407_s_at,0.001639308463174981,0.01959964798252615,1.0
201413_at,9.287314086727382e-08,4.194859914350862e-06,1.0
201418_s_at,3.072844544607222e-10,2.989462197088965e-08,1.0
201421_s_at,0.00015254679641166338,0.002561577424388113,1.0
201427_s_at,5.665654661419848e-05,0.0010961417856090946,1.0
201428_at,0.003351962610501356,0.03579463979085188,1.0
201436_at,2.6881433752882876e-08,1.4091489841216407e-06,1.0
201437_s_at,0.0005706070215348495,0.008013760152940383,1.0
201446_s_at,7.85053332729969e-06,0.0001963531151281384,1.0
201454_s_at,0.0010881988159260026,0.013814086431565868,1.0
201455_s_at,8.505708287726769e-09,5.155760539151452e-07,1.0
201460_at,0.0014633583204381414,0.017811468426080897,1.0
201464_x_at,0.003197987090527294,0.034371917470921914,1.0
201466_s_at,4.494983122150166e-05,0.0008989144191790795,1.0
201468_s_at,2.5121027869374133e-09,1.8191949652424246e-07,1.0
201475_x_at,3.1895609021661537e-06,9.013126733271743e-05,1.0
201478_s_at,5.415261265237434e-09,3.4956246715095246e-07,1.0
201480_s_at,8.7426867374119e-09,5.281838644950228e-07,1.0
201481_s_at,2.0210281932116837e-07,8.333311950516501e-06,1.0
201485_s_at,3.8915076060803e-06,0.00010756732980912053,1.0
201487_at,0.0022068191334925673,0.02541234964694737,1.0
201488_x_at,0.0014144780143082183,0.017301249537427704,1.0
201489_at,1.763696418542184e-09,1.3355969762298326e-07,1.0
201491_at,9.046583379430589e-05,0.0016345735170864753,1.0
201498_at,0.0038894188890981445,0.040497805705854324,1.0
201501_s_at,0.001474423104293317,0.017926191511504805,1.0
201502_s_at,4.5067514234342265e-09,3.00129883162322e-07,1.0
201516_at,5.253691456992699e-09,3.4155241428189755e-07,1.0
201520_s_at,0.0007912845570340712,0.010564953151608752,1.0
201521_s_at,0.0010650536138951607,0.01358017871728496,1.0
201526_at,4.6592430123819256e-05,0.0009253327704394544,1.0
201527_at,0.004232943364374391,0.04343772118002437,1.0
201529_s_at,2.821371898356584e-06,8.13170841026074e-05,1.0
201534_s_at,0.003558530206884556,0.03764756947782762,1.0
201535_at,2.7707418223674767e-14,1.0520160356801512e-11,1.0
201543_s_at,2.988248285605954e-06,8.548416305694983e-05,1.0
201544_x_at,8.150273955663008e-12,1.338186872450075e-09,1.0
201554_x_at,0.0009298643680964017,0.012087573543906506,1.0
201555_at,1.5854106418380748e-05,0.0003613269147248718,1.0
201563_at,0.0002531558573008109,0.003978527306099981,1.0
201564_s_at,4.9252753147431986e-09,3.255419476521742e-07,1.0
201567_s_at,0.0002966510985361712,0.0045572910403105255,1.0
201568_at,0.0011056111330180827,0.01399289090226011,1.0
201578_at,0.0011588887285609887,0.014589509839758706,1.0
201579_at,0.00014271330827303962,0.0024135014320533377,1.0
201581_at,4.13442237160342e-06,0.0001134786863290246,1.0
201582_at,1.0039192177387709e-10,1.1629085430056632e-08,1.0
201584_s_at,2.3426928623658575e-11,3.309734683458741e-09,1.0
201585_s_at,0.0016043915991681944,0.01924108591456921,1.0
201587_s_at,0.00010586445744299447,0.0018672443404047705,1.0
201593_s_at,1.067726977314405e-07,4.7577809685953625e-06,1.0
201603_at,0.00052553604090466,0.007488580410858037,1.0
201607_at,0.00038402425056394536,0.005710232771167722,1.0
201608_s_at,2.1509028769779399e-07,8.789283617247299e-06,1.0
201609_x_at,1.3225934414180967e-07,5.698407912492863e-06,1.0
201614_s_at,0.0005656817202573519,0.00795080926865571,1.0
201618_x_at,0.000159122587767839,0.0026613727397389406,1.0
201622_at,1.6878305384329405e-10,1.8165774545043506e-08,1.0
201623_s_at,4.885973619554706e-05,0.000965801184559485,1.0
201624_at,0.00015509343952094246,0.0026011453392047633,1.0
201626_at,4.163802077196045e-06,0.00011422773636261603,1.0
201629_s_at,0.00023776552920007552,0.0037713461877035477,1.0
201635_s_at,3.239999254934216e-05,0.0006753601191899667,1.0
201639_s_at,3.253101313517787e-08,1.6682329442951317e-06,1.0
201640_x_at,0.002350772408809895,0.02676658296831964,1.0
201653_at,0.000571531595244678,0.008018601480626834,1.0
201657_at,1.1060787164112496e-07,4.896749297148589e-06,1.0
201658_at,1.7846866994797995e-08,9.886296382376701e-07,1.0
201660_at,3.5937254232644235e-07,1.3692469513378562e-05,1.0
201661_s_at,0.0008018329300085463,0.010677110435513218,1.0
201662_s_at,0.00374249715437067,0.03923701474884303,1.0
201663_s_at,7.237775150829769e-10,6.3519318839746e-08,1.0
201666_at,0.002798492853478091,0.031023438111093798,1.0
201670_s_at,1.4551744844014242e-05,0.0003357032275723539,1.0
201673_s_at,6.063569456067186e-07,2.145797152171349e-05,1.0
201680_x_at,4.354750936070833e-06,0.00011845572508938945,1.0
201681_s_at,0.00018191999710928002,0.0029977323212627745,1.0
201685_s_at,2.549649636632528e-09,1.8390777557108638e-07,1.0
201691_s_at,0.00032340512393705,0.004910351333312471,1.0
201692_at,0.00016609057449362718,0.0027610222439766086,1.0
201694_s_at,0.0021666900993684017,0.02501874998584316,1.0
201695_s_at,1.1451267550872688e-05,0.00027269078978395657,1.0
201696_at,4.536714600871179e-06,0.00012267303204877928,1.0
201697_s_at,7.744060699606916e-05,0.0014255040327661522,1.0
201699_at,0.003332390417648428,0.03561345701425485,1.0
201700_at,0.00010003268140382176,0.0017763192126514955,1.0
201701_s_at,6.815289466745816e-10,6.000417900069687e-08,1.0
201703_s_at,0.0001571953193636066,0.002632359597612616,1.0
201704_at,0.0039980808133302115,0.04145554114713243,1.0
201707_at,2.3761877102246007e-10,2.4193307831756062e-08,1.0
201708_s_at,0.000987733290761405,0.012736867375561277,1.0
201710_at,2.497183597631461e-06,7.324759291872325e-05,1.0
201711_x_at,6.450100274087807e-05,0.0012253621698601488,1.0
201712_s_at,0.0009667452066796531,0.012489790684123352,1.0
201716_at,0.0036294256995786037,0.03824958560610258,1.0
201725_at,7.81635410188791e-11,9.371911414928103e-09,1.0
201731_s_at,0.0009986613712646769,0.012868680290807498,1.0
201733_at,0.00014503765552702994,0.00244751043701863,1.0
201734_at,3.8053059119216544e-08,1.9157928244412196e-06,1.0
201740_at,4.3299217311543767e-05,0.0008706821281753054,1.0
201745_at,3.1003619754405603e-06,8.810410135510012e-05,1.0
201746_at,0.0013268057722646558,0.01635695729392786,1.0
201751_at,2.941928024849551e-10,2.8774582246627765e-08,1.0
201755_at,0.0003629369623320282,0.005436596826165382,1.0
201767_s_at,6.463459832386606e-05,0.001227473658686133,1.0
201769_at,0.0012992117378297877,0.01606749644104131,1.0
