ProbeID,ENTREZID
600,10885
601,79682
602,55003
603,25984
604,55930
605,56521
606,51373
607,79075
608,29078
609,23594
610,54433
611,51735
612,65003
613,57758
614,51643
615,51182
616,8877
617,9141
618,64921
619,55076
620,26511
621,55839
622,79627
623,10087
624,55686
625,9200
626,6926
627,1894
628,56935
629,26502
630,51340
631,259266
632,11226
633,58516
634,54542
635,55635
636,55193
637,51806
638,54763
639,2001
640,55179
641,51154
642,1456
643,81603
644,81031
645,4166
646,84223
647,81545
648,10955
649,10813
650,55031
651,55143
652,58528
653,1978
654,2966
655,8559
656,11165
657,79101
658,55726
659,29086
660,8266
661,85377
662,90355
663,90806
664,5911
665,57707
666,25932
667,5128
668,81929
669,285203
670,29127
671,55288
672,51029
673,4848
674,9994
675,25818
676,23677
677,10884
678,55629
679,58508
680,9967
681,9939
682,51727
683,51474
684,56993
685,9076
686,55758
687,55055
688,55109
689,9935
690,79954
691,80139
692,54664
693,54665
694,55149
695,79875
696,63979
697,79982
698,53335
699,6836
700,51247
701,51253
702,51523
703,51300
704,28987
705,51429
706,29968
707,83543
708,54888
709,2744
710,55591
711,11164
712,51742
713,29116
714,84259
715,84064
716,55904
717,10459
718,84081
719,80267
720,51426
721,27086
722,84275
723,79780
724,83461
725,59277
726,83643
727,58475
728,5150
729,58527
730,83540
731,26996
732,57461
733,58191
734,51122
735,84282
736,414
737,55276
738,26277
739,84072
740,91074
741,25996
742,79048
743,64979
744,64969
745,83879
746,84319
747,57222
748,57153
749,23642
750,219771
751,90231
752,643155
753,647087
754,57551
755,1021
756,64432
757,57291
758,90871
759,79966
760,84916
761,57580
762,92609
763,57532
764,497661
765,4774
766,201895
767,1956
768,9135
769,59349
770,116150
771,84932
772,55536
773,51692
774,55239
775,91582
776,151613
777,757
778,22808
779,5356
780,4090
781,27125
782,124540
783,2935
784,126328
785,219927
786,56204
787,119032
788,84910
789,135293
790,84955
791,129787
792,196528
793,6542
794,25902
795,4133
796,51714
797,115426
798,84002
799,57659
800,29128
801,114327
802,152217
803,339745
804,51755
805,113263
806,26263
807,84991
808,167153
809,2120
810,88745
811,554282
812,6558
813,157638
814,23095
815,94241
816,36
817,84649
818,123016
819,93627
820,246175
821,3696
822,284252
823,54536
824,10189
825,221079
826,153241
827,5163
828,148327
829,205428
830,92002
831,91433
832,79269
833,84458
834,345778
835,4254
836,51341
837,130367
838,157313
839,284129
840,55102
841,6745
842,51128
843,345757
844,286410
845,91137
846,64710
847,284018
848,197131
849,387103
850,132864
851,22926
852,57335
853,24145
854,203328
855,26147
856,9584
857,55103
858,54820
859,145864
860,55333
861,85012
862,124359
863,257397
864,202018
865,55553
866,134147
867,23091
868,580
869,2674
870,8535
871,143279
872,5618
873,5494
874,127933
875,54102
876,132720
877,79770
878,140838
879,54622
880,5692
881,115548
882,5500
883,155465
884,144203
885,10254
886,55771
887,27314
888,7707
889,5241
890,5874
891,3275
892,96459
893,84307
894,7368
895,81624
896,2909
897,64084
898,1479
899,148203
900,4193
901,135228
902,166815
903,79192
904,257019
905,105369228
906,2651
907,55250
908,55862
909,92675
910,8821
911,1830
912,153562
913,84612
914,5966
915,727936
916,84441
917,5229
918,8034
919,4241
920,101929520
921,200845
922,2005
923,441024
924,56995
925,157378
926,114907
927,25831
928,839
929,25836
930,100381270
931,54555
932,6405
933,9620
934,54929
935,1719
