Probe,p-value,q_value,DEG
210145_at,2.0477662368868952e-05,0.004177672350813097,1.0
210250_x_at,5.001166632804309e-05,0.006922500902495584,1.0
210397_at,0.0004957659622882505,0.02952723745981492,1.0
210465_s_at,0.00040487944484400367,0.025561928886897445,1.0
210524_x_at,0.0006849956352558786,0.03643203925838051,1.0
210540_s_at,0.0006232312907518256,0.03421201889744585,1.0
210559_s_at,1.495187482664214e-05,0.0035543206788985174,1.0
210596_at,7.57347495927422e-05,0.008969558482102947,1.0
210605_s_at,9.116618547521387e-05,0.009870319189816472,1.0
210621_s_at,0.0006176990610887998,0.034045056617973926,1.0
210652_s_at,1.3065861696135235e-05,0.003286343676578576,1.0
210735_s_at,4.5528739351302256e-05,0.006561967048873738,1.0
210758_at,0.00040487944484400367,0.025561928886897445,1.0
210959_s_at,0.000404514698446708,0.025561928886897445,1.0
210970_s_at,0.00016472050732850015,0.014679320151983193,1.0
210983_s_at,9.329708844043348e-06,0.002752314117846592,1.0
210996_s_at,0.0005009932060828095,0.02974137192462281,1.0
211000_s_at,4.962210649293366e-07,0.0007139707032897757,1.0
211042_x_at,3.2073661782725247e-06,0.0016358395898268428,1.0
211056_s_at,0.0004874051703124503,0.029081571184866564,1.0
211063_s_at,0.0009983165291578126,0.047546129121692864,1.0
211450_s_at,0.00017716526784029168,0.015399858536038072,1.0
211466_at,0.00040487944484400367,0.025561928886897445,1.0
211467_s_at,1.97497007741581e-05,0.0040905121450992765,1.0
211536_x_at,0.00040487944484400367,0.025561928886897445,1.0
211559_s_at,0.0007653680527751422,0.039292486653033705,1.0
211596_s_at,0.00020107869477407173,0.016708172700261963,1.0
211697_x_at,2.7004410350022707e-05,0.0047627939867338435,1.0
211955_at,0.000947313928647563,0.045795215781437235,1.0
212022_s_at,9.116618547521387e-05,0.009870319189816472,1.0
212099_at,2.9359662735505315e-06,0.0015470742036236042,1.0
212116_at,0.00034056301417237394,0.02384980009984507,1.0
212141_at,0.00022464447788217803,0.018017610241692048,1.0
212148_at,0.0001911306523657674,0.016226814313817287,1.0
212174_at,0.0003023443162228589,0.022099833542091992,1.0
212181_s_at,5.383221801676068e-06,0.002029845875907855,1.0
212196_at,1.0266979687391151e-05,0.002864015889837302,1.0
212199_at,4.9982714626111105e-05,0.006922500902495584,1.0
212207_at,2.6870649926901277e-05,0.00475453975648326,1.0
212208_at,1.6139345278075873e-07,0.00035296748123151935,1.0
212209_at,1.6632996496216628e-06,0.0011965908992508476,1.0
212219_at,6.623540810205701e-05,0.008241892595794092,1.0
212229_s_at,0.000257808183414486,0.019853045673502847,1.0
212236_x_at,0.0001539731293942638,0.014196426390609397,1.0
212239_at,0.0005904599170630432,0.03294224078104274,1.0
212242_at,9.363153651933536e-06,0.002752314117846592,1.0
212256_at,0.00015073981323060568,0.013973470817585055,1.0
212267_at,0.000385646791830441,0.025561928886897445,1.0
212274_at,1.7596958394706495e-06,0.001217865443329845,1.0
212276_at,1.1737564515109362e-06,0.001098535811263488,1.0
212299_at,0.00046880850665244675,0.028583589854326786,1.0
212333_at,0.00046437332530925384,0.02836828107405973,1.0
212350_at,0.0005113207940232389,0.03008084306364946,1.0
212418_at,3.85667206896322e-05,0.005907965712361486,1.0
212420_at,3.935942646212967e-08,0.00015312507727994925,1.0
212441_at,0.0003108568504382224,0.02241377398530199,1.0
212442_s_at,4.614985302359539e-07,0.0007009008927958549,1.0
212446_s_at,1.6320532346070632e-06,0.0011965908992508476,1.0
212462_at,1.660175608903815e-05,0.0038461907380006816,1.0
212481_s_at,0.0006590107596757436,0.035471179486413366,1.0
212492_s_at,8.154043878182923e-05,0.009379759850180865,1.0
212496_s_at,0.00025651108389458096,0.019826541742143867,1.0
212508_at,5.614300517652387e-05,0.0074686589003076466,1.0
212510_at,0.0010589397708499915,0.04978291657026938,1.0
212534_at,0.00034155269278790475,0.02384980009984507,1.0
212560_at,1.0118558458717349e-05,0.002864015889837302,1.0
212565_at,0.00040487944484400367,0.025561928886897445,1.0
212568_s_at,7.208342328088314e-05,0.008680971735423537,1.0
212603_at,0.0002747068853601111,0.020615900178455798,1.0
212637_s_at,2.389106073296406e-05,0.004464594981891986,1.0
212638_s_at,1.5264175752868405e-07,0.00034773700387003334,1.0
212680_x_at,7.659199832694052e-05,0.009018936500160866,1.0
212692_s_at,1.6195628968937923e-06,0.0011965908992508476,1.0
212693_at,0.0004874051703124503,0.029081571184866564,1.0
212708_at,5.499415655480036e-06,0.002045445924920891,1.0
212721_at,0.0005869853716164501,0.032815363183158905,1.0
212771_at,0.0005534788516618462,0.031229572976895194,1.0
212789_at,0.0008412399517898619,0.04211977505870943,1.0
212851_at,1.97497007741581e-05,0.0040905121450992765,1.0
212872_s_at,0.0008363803442525261,0.04197196359112238,1.0
212891_s_at,4.0972124120094606e-06,0.0017528039660277108,1.0
212908_at,0.0003110629902086608,0.02241377398530199,1.0
212943_at,0.0001703268743057574,0.015044623348412417,1.0
212953_x_at,0.0004580672968065263,0.02815215657811167,1.0
212956_at,5.329246324858149e-07,0.0007284413570290483,1.0
212960_at,0.0008109732463730117,0.04105552059763372,1.0
212970_at,0.00010674842855331316,0.011095951199909498,1.0
212973_at,0.0006090377435783648,0.03373772910855836,1.0
212985_at,0.00010515986310105128,0.010972548692843472,1.0
213007_at,4.9375391003034204e-05,0.006922050007925372,1.0
213010_at,0.0008623433565396935,0.04266843712109298,1.0
213033_s_at,7.99599010274246e-05,0.0092427221747874,1.0
213048_s_at,0.00017553169510619167,0.015347988795802393,1.0
213049_at,6.425613602858481e-06,0.0022377097053266717,1.0
213060_s_at,6.151621119404662e-05,0.007917322496843345,1.0
213077_at,3.970874853984465e-05,0.005963612494359675,1.0
213097_s_at,0.00030460372808039667,0.02221062540291892,1.0
213113_s_at,2.263692684174483e-06,0.0013181461734708129,1.0
213123_at,0.00017422791140035774,0.015290386927471204,1.0
213129_s_at,0.0005913776000100784,0.0329598066060663,1.0
213133_s_at,0.00016698502338874634,0.0148453758598044,1.0
213134_x_at,0.0002501855702976476,0.019477827335806205,1.0
213137_s_at,0.00014063943402795723,0.013372975748658368,1.0
213226_at,5.11794549859927e-06,0.00197977739978813,1.0
213229_at,0.00010891532822160264,0.011274054380747868,1.0
213243_at,0.00025573181218125593,0.019804726389532814,1.0
213260_at,1.4002057042188851e-05,0.003433015555074778,1.0
213262_at,0.0006196386869938708,0.03411756818871087,1.0
213304_at,4.966999777804556e-05,0.006922500902495584,1.0
213379_at,0.0005084627873861659,0.030021817386974754,1.0
213397_x_at,0.0009907892858120654,0.04726998621446307,1.0
213423_x_at,0.0008253881182287986,0.04159271462134522,1.0
213441_x_at,0.00022324261593127236,0.01794969121476811,1.0
213456_at,1.956213667354977e-05,0.0040905121450992765,1.0
213473_at,0.0005233385775815077,0.03015895902902856,1.0
213532_at,0.0002058705950660869,0.016926277872538798,1.0
213571_s_at,0.0005259770059931053,0.030238600804488248,1.0
213627_at,0.0002194489383535881,0.01774906908947105,1.0
213680_at,0.00020151164930186645,0.016718739644278526,1.0
213693_s_at,0.00013523046626086265,0.012989353092474749,1.0
213711_at,7.448273033657199e-05,0.008872207584209311,1.0
213720_s_at,0.0006314143982013888,0.03431884374385907,1.0
213787_s_at,9.035721291166083e-06,0.0027071221819810797,1.0
213850_s_at,0.0001154912397660962,0.011736958242028457,1.0
214011_s_at,0.0002723865447459899,0.02054170252963724,1.0
214051_at,5.758820210735793e-07,0.0007679597439560475,1.0
214053_at,0.0005218334736882198,0.03015895902902856,1.0
214096_s_at,2.94152779683242e-05,0.00504670069840504,1.0
214097_at,0.0006803488190601986,0.03633689950896455,1.0
214106_s_at,0.0007648460153185191,0.039292486653033705,1.0
214109_at,3.1171911540640546e-05,0.005229859238257609,1.0
214164_x_at,2.0625458843731393e-08,0.0001252996624756682,1.0
214211_at,0.00040487944484400367,0.025561928886897445,1.0
214315_x_at,6.696728617276074e-05,0.00824647831417949,1.0
214404_x_at,0.00031509790913081763,0.0225792636719888,1.0
214428_x_at,0.000235641697695162,0.01869914342740636,1.0
214431_at,8.079536768765276e-06,0.002516154834424785,1.0
214437_s_at,1.9581034328768605e-06,0.0012595212375593216,1.0
214440_at,2.178917323463886e-05,0.004268413028604394,1.0
214469_at,0.0005084627873861659,0.030021817386974754,1.0
214527_s_at,0.00026948984821328393,0.02048192832621084,1.0
214594_x_at,5.4579764071951624e-05,0.007364745154331754,1.0
214662_at,0.0002623334435023212,0.020116523174599454,1.0
214670_at,6.33196750241163e-05,0.00803249009731684,1.0
214678_x_at,0.000481859868287652,0.029081571184866564,1.0
214700_x_at,3.40840349665493e-05,0.005456003241843955,1.0
214710_s_at,0.00014871117269657142,0.013851419705596325,1.0
214741_at,4.7909287412565506e-05,0.006751134766190771,1.0
214845_s_at,2.3105920793979323e-05,0.004413188875769625,1.0
214855_s_at,0.00011980376425248185,0.012073816233094533,1.0
215177_s_at,8.55998338444897e-06,0.002600094953026375,1.0
215223_s_at,0.0003548922528664141,0.024437952047192936,1.0
215227_x_at,7.888655490472291e-05,0.009137971164016368,1.0
215304_at,0.00012372038245129504,0.012298930746408284,1.0
215722_s_at,0.0008541600157239661,0.04245964880603869,1.0
215726_s_at,6.301751516494171e-05,0.008012750329402763,1.0
215794_x_at,0.00013309923454634084,0.012880001148356081,1.0
215867_x_at,1.4361367570909901e-08,0.00010454517221492819,1.0
215947_s_at,2.5527277796903056e-05,0.004652346378485582,1.0
216092_s_at,9.853543000803064e-06,0.0028421069378872644,1.0
216212_s_at,4.488636841866183e-06,0.0018452347317972448,1.0
216383_at,0.0009530656114568566,0.04584197078067179,1.0
216532_x_at,0.0006892569752779643,0.03644596240166605,1.0
216550_x_at,0.0009482198135606893,0.04579851440497411,1.0
216836_s_at,2.6744717254683794e-05,0.00475453975648326,1.0
216944_s_at,0.000523187930698382,0.03015895902902856,1.0
216977_x_at,5.881247212559595e-05,0.007722060466260552,1.0
217122_s_at,0.00020391496292629266,0.016866944928888124,1.0
217294_s_at,8.322256917961258e-06,0.002556288747132201,1.0
217714_x_at,1.97497007741581e-05,0.0040905121450992765,1.0
217742_s_at,0.00035214429312316526,0.02437150535001147,1.0
217771_at,3.11596236147985e-05,0.005229859238257609,1.0
217800_s_at,2.3925492998524954e-05,0.004464594981891986,1.0
217832_at,0.00038539407299525394,0.025561928886897445,1.0
217834_s_at,4.577380081111839e-05,0.006561967048873738,1.0
217838_s_at,1.5000051404051433e-06,0.0011716111578807316,1.0
217867_x_at,0.00013306406891635785,0.012880001148356081,1.0
217894_at,3.6705417318522656e-05,0.005717574620769876,1.0
217897_at,0.00010258939979877573,0.010786683526919352,1.0
217906_at,1.1368329270323394e-05,0.003061888684014441,1.0
217926_at,0.0002507981791386844,0.019477827335806205,1.0
217941_s_at,0.00040487944484400367,0.025561928886897445,1.0
217957_at,0.0005713756344036188,0.032040987498479855,1.0
217971_at,0.0002148020860285851,0.01751368874390672,1.0
217984_at,0.0006116419717209953,0.03377931798368224,1.0
217988_at,0.00017605721727912067,0.01535235782254533,1.0
217990_at,6.215519993479689e-05,0.007977313512758263,1.0
218009_s_at,5.572093175337302e-06,0.002058474286226804,1.0
218028_at,0.00023542490380759775,0.01869914342740636,1.0
218035_s_at,6.936757276418873e-06,0.0023670131772299792,1.0
218039_at,7.061622249880815e-06,0.0023832975093347752,1.0
218057_x_at,2.6600533761232895e-05,0.00475453975648326,1.0
218080_x_at,7.781900496913048e-05,0.00905266829082385,1.0
218092_s_at,0.0001648486981859658,0.014679320151983193,1.0
218104_at,7.305464688812727e-06,0.0023917741428792568,1.0
218105_s_at,0.00040487944484400367,0.025561928886897445,1.0
218111_s_at,0.0007839439470410833,0.04002066788466035,1.0
218126_at,0.0005279548835189893,0.030289541717104657,1.0
218132_s_at,0.00044003647094882663,0.027277771030756348,1.0
218146_at,5.3113131047336764e-05,0.00720585717124848,1.0
218147_s_at,0.0007790570193739198,0.039882904994633955,1.0
218193_s_at,0.0003437674586136851,0.023973833928192897,1.0
218195_at,6.227953645351765e-07,0.0008107461084752565,1.0
218211_s_at,4.243516574725944e-08,0.00015312507727994925,1.0
218235_s_at,2.3281452074839285e-06,0.0013399088338861451,1.0
218238_at,2.266222959419413e-06,0.0013181461734708129,1.0
218239_s_at,3.952838275705246e-05,0.005963612494359675,1.0
218259_at,0.0002708447037924177,0.02048192832621084,1.0
218281_at,2.8374294226488937e-05,0.004956436219914641,1.0
218287_s_at,9.116618547521387e-05,0.009870319189816472,1.0
218309_at,0.00014626947211632548,0.013718049170033856,1.0
218313_s_at,8.455726979138475e-06,0.002582775824493833,1.0
218319_at,0.0003479439251982072,0.02415969072445778,1.0
218350_s_at,1.4815897394088342e-05,0.003537376375640961,1.0
218352_at,0.00031339950224778374,0.022487031214432514,1.0
218353_at,0.001052809344729,0.0496227163129811,1.0
218379_at,0.000569878312151051,0.03202270988371913,1.0
218384_at,0.0004330207660493176,0.026914475538631365,1.0
218401_s_at,0.00019027157052716376,0.016204425870259054,1.0
218423_x_at,1.5951623938283e-05,0.003727158285579586,1.0
218440_at,3.0989728667009134e-05,0.005229859238257609,1.0
218447_at,0.0005447724305049012,0.03098110599803725,1.0
218473_s_at,9.649222811809822e-05,0.010324290748252486,1.0
218488_at,0.0002347188132650627,0.018680132627754444,1.0
218496_at,0.00048500286773536436,0.029081571184866564,1.0
218497_s_at,2.273040282613778e-07,0.0004008983143609946,1.0
218502_s_at,0.00034749939679844623,0.02415969072445778,1.0
218504_at,4.6086791893324466e-05,0.006561967048873738,1.0
218512_at,0.00011464993540278265,0.011694935108483472,1.0
218518_at,0.00034056301417237394,0.02384980009984507,1.0
218542_at,1.83512342391341e-05,0.004021163535169051,1.0
218566_s_at,0.0006871586088475991,0.03644596240166605,1.0
218575_at,0.00016399228403931134,0.014679320151983193,1.0
218592_s_at,0.0004587758849766346,0.02815215657811167,1.0
218640_s_at,4.6086791893324466e-05,0.006561967048873738,1.0
218641_at,4.103500825817046e-06,0.0017528039660277108,1.0
218643_s_at,9.066681824844173e-06,0.0027071221819810797,1.0
218662_s_at,7.48369180399215e-06,0.0024166840651379936,1.0
218693_at,0.0005233385775815077,0.03015895902902856,1.0
218726_at,0.00040487944484400367,0.025561928886897445,1.0
218755_at,0.00016956818863608336,0.015026159989753415,1.0
218769_s_at,0.00028432009546852346,0.021207641500329496,1.0
218781_at,1.8102075590539448e-06,0.001235074433214918,1.0
218782_s_at,4.488193894554409e-05,0.0065090716494631915,1.0
218806_s_at,3.431209575457666e-06,0.001645626171387262,1.0
218807_at,2.2257899190819385e-06,0.0013181461734708129,1.0
218823_s_at,9.30344700637917e-07,0.0009631928828867648,1.0
218847_at,2.180261320983948e-06,0.0013181461734708129,1.0
218868_at,0.00012955428565569743,0.012671521588953948,1.0
218875_s_at,9.116618547521387e-05,0.009870319189816472,1.0
218877_s_at,2.1822822610409205e-05,0.004268413028604394,1.0
218882_s_at,0.0009777871423512653,0.04677210149436171,1.0
218883_s_at,0.0001729125785697427,0.015223824852336044,1.0
218886_at,1.3931513276145568e-05,0.0034311058034831483,1.0
218963_s_at,0.0005156476045866843,0.030092837163928122,1.0
218966_at,5.1598313571133445e-05,0.007079018836398437,1.0
218976_at,4.0384816862295035e-05,0.0060164573894985855,1.0
218982_s_at,0.00012764671633161472,0.012574926514290152,1.0
219000_s_at,0.0006116419717209953,0.03377931798368224,1.0
219006_at,5.99977597613446e-06,0.0021440375914715793,1.0
219105_x_at,5.4885500188844466e-08,0.00016671470682361506,1.0
219110_at,4.5689033255087285e-05,0.006561967048873738,1.0
219112_at,0.0005233385775815077,0.03015895902902856,1.0
219162_s_at,1.2179877572724514e-05,0.0031988361272994197,1.0
219197_s_at,0.00015446020426256924,0.014217359710531943,1.0
219206_x_at,5.743775101756944e-05,0.007603895973088643,1.0
219212_at,0.0001399807077468869,0.013333528216134219,1.0
219257_s_at,7.741250921289175e-05,0.009043865259006105,1.0
219275_at,3.442542405330097e-05,0.005456003241843955,1.0
219286_s_at,0.0005348482313252412,0.03052487165731478,1.0
219342_at,0.00019027419128863854,0.016204425870259054,1.0
219410_at,5.0966212659872066e-05,0.007019087348056688,1.0
219492_at,0.0008901837708851361,0.04379405923509788,1.0
219555_s_at,5.17245224584972e-07,0.0007251380167739319,1.0
219582_at,7.290262907490948e-06,0.0023917741428792568,1.0
219625_s_at,2.126126257890435e-06,0.0013181461734708129,1.0
219630_at,0.00014534235241129138,0.013713178006485508,1.0
219648_at,8.247249577446898e-07,0.0009631928828867648,1.0
219654_at,0.00014155297862457903,0.013433493938887306,1.0
219682_s_at,0.0005233385775815077,0.03015895902902856,1.0
219787_s_at,0.00019517794795837496,0.016417468160960232,1.0
219806_s_at,2.628057229243731e-06,0.0014514043334232422,1.0
219862_s_at,0.0005123310188132261,0.03008084306364946,1.0
219913_s_at,0.00029791546149357317,0.02180525817558382,1.0
219918_s_at,4.812891284086485e-06,0.001934888462922269,1.0
219956_at,2.1227690570570486e-05,0.004256338697384043,1.0
219978_s_at,0.0001732274478208036,0.0152270268643126,1.0
220147_s_at,0.00019086650301719936,0.016226814313817287,1.0
220192_x_at,4.718981135788961e-05,0.006666932651143707,1.0
220202_s_at,0.0006295858206741177,0.03428546289378226,1.0
220295_x_at,0.00010258939979877573,0.010786683526919352,1.0
220355_s_at,9.678265655048628e-05,0.010335140130659838,1.0
220414_at,3.9715726098684516e-05,0.005963612494359675,1.0
220425_x_at,0.00018161137035414303,0.0157612724985917,1.0
220624_s_at,1.6256771738050483e-06,0.0011965908992508476,1.0
220625_s_at,1.0190890710122177e-05,0.002864015889837302,1.0
220643_s_at,0.00014572211105199964,0.013713178006485508,1.0
220688_s_at,0.00013465564072257658,0.012961790768498018,1.0
220768_s_at,0.00014627567747836742,0.013718049170033856,1.0
221012_s_at,2.4831923800415152e-05,0.004571331426894608,1.0
221024_s_at,0.0001494636090380679,0.013897827932238711,1.0
221059_s_at,0.0007276818745891078,0.03778348194981906,1.0
221185_s_at,0.0005472078055299998,0.03100371685736035,1.0
221257_x_at,0.001008017398961503,0.04785050825682977,1.0
221473_x_at,0.0002707023155801863,0.02048192832621084,1.0
221477_s_at,0.00029220196267974925,0.021589381499344987,1.0
221514_at,0.00040487944484400367,0.025561928886897445,1.0
221518_s_at,0.00040487944484400367,0.025561928886897445,1.0
221520_s_at,0.00040487944484400367,0.025561928886897445,1.0
221524_s_at,1.806698517350333e-05,0.003983114574037478,1.0
221539_at,3.6036146394078908e-06,0.0016697256814375123,1.0
221540_x_at,0.00021258646878993023,0.01739994787588239,1.0
221547_at,0.0006655795835969991,0.03578226522435194,1.0
221579_s_at,0.000266112698260335,0.020320826504726,1.0
221580_s_at,8.662308559748576e-06,0.002616639339802505,1.0
221652_s_at,0.00029145544209904827,0.0215633644069898,1.0
221711_s_at,8.994956543577545e-05,0.009870319189816472,1.0
221746_at,0.000752173364749789,0.038833879808965736,1.0
221765_at,3.1193739978627416e-05,0.005229859238257609,1.0
221779_at,0.00038468956578065986,0.025561928886897445,1.0
221823_at,1.080965328368844e-05,0.002969938659726962,1.0
221825_at,0.00023870560426194262,0.01888745139366384,1.0
221830_at,0.00046239616107514916,0.02827909407917649,1.0
221843_s_at,0.00012096420357938424,0.012113036319968561,1.0
221872_at,0.0002867166800579951,0.02132821017982433,1.0
221881_s_at,1.9730880243338735e-05,0.0040905121450992765,1.0
221918_at,4.331148048966264e-06,0.001807675721963592,1.0
221922_at,2.4592750772083604e-06,0.0013861944829522382,1.0
221931_s_at,0.0007174585819302649,0.037430389281524076,1.0
221935_s_at,0.0006067510270199427,0.03364514442425494,1.0
221957_at,0.00040487944484400367,0.025561928886897445,1.0
222056_s_at,0.00040487944484400367,0.025561928886897445,1.0
222077_s_at,0.0006267946745552488,0.03428546289378226,1.0
222148_s_at,0.000356820952613387,0.02448342672802264,1.0
222158_s_at,0.00036554895131274504,0.02492068443020491,1.0
222182_s_at,3.3697674543269493e-05,0.005434868305761827,1.0
222201_s_at,0.0001341400281764594,0.012934931288444298,1.0
222242_s_at,0.0006889135104177464,0.03644596240166605,1.0
222258_s_at,0.00027064008214145103,0.02048192832621084,1.0
222275_at,0.00031957086461793414,0.022810100552200455,1.0
222406_s_at,0.00013785596021014454,0.013177053539317576,1.0
222413_s_at,7.019486394982576e-05,0.00852829479197363,1.0
222423_at,8.899154406117562e-05,0.009870319189816472,1.0
222439_s_at,0.0006921465814661286,0.03645772094572311,1.0
222443_s_at,0.0006483824364129469,0.03502995030719157,1.0
222446_s_at,6.623474833835895e-05,0.008241892595794092,1.0
222448_s_at,0.00037869832383722544,0.025561928886897445,1.0
222457_s_at,8.176339756070843e-05,0.009379759850180865,1.0
222473_s_at,4.996949179725266e-05,0.006922500902495584,1.0
222474_s_at,0.00024032552567515803,0.018988147566892002,1.0
222496_s_at,0.00030792179534499365,0.022383481260888762,1.0
222549_at,6.876866248310906e-07,0.0008545287775599972,1.0
222587_s_at,7.375537762126725e-05,0.008824015911253364,1.0
222605_at,0.0003912420096067317,0.025561928886897445,1.0
222606_at,0.0005110246363611111,0.03008084306364946,1.0
222608_s_at,2.5028252856925013e-08,0.000135410973622922,1.0
222619_at,5.066529085921715e-05,0.006995264590221459,1.0
222627_at,0.00013263197235269977,0.012880001148356081,1.0
222661_at,0.0002657777085026323,0.020320826504726,1.0
222670_s_at,0.000752173364749789,0.038833879808965736,1.0
222684_s_at,7.252154631597317e-06,0.0023917741428792568,1.0
222699_s_at,9.247587711673203e-07,0.0009631928828867648,1.0
222702_x_at,9.110388321618997e-06,0.0027071221819810797,1.0
222740_at,5.187293678102755e-05,0.007079018836398437,1.0
222760_at,0.0001269443531604375,0.012540359183937397,1.0
222787_s_at,0.00013226141350954076,0.012880001148356081,1.0
222791_at,0.00044660514251845926,0.027559973100673547,1.0
222794_x_at,6.154297322649148e-05,0.007917322496843345,1.0
222835_at,1.3285677523605433e-05,0.003301792811832396,1.0
222843_at,0.0001173068297774874,0.011899352352660712,1.0
222850_s_at,0.0006225688516374443,0.03421000197314298,1.0
222891_s_at,0.00013281240947547306,0.012880001148356081,1.0
222958_s_at,3.331652906382982e-05,0.005411414950469741,1.0
222977_at,0.0004120041183466869,0.0257718474743805,1.0
222979_s_at,0.000318267932366382,0.022746796342656125,1.0
222983_s_at,0.0005038648667660287,0.02987940519569698,1.0
222993_at,4.325630085667359e-05,0.006348215344008073,1.0
222996_s_at,1.4741057983390352e-06,0.0011716111578807316,1.0
223004_s_at,0.0007560098897341833,0.038980204631879845,1.0
223018_at,0.0004072684808026017,0.025594717457335915,1.0
223028_s_at,6.246306550241488e-05,0.007992060022010278,1.0
223038_s_at,8.19715065148369e-06,0.002532085942767631,1.0
223062_s_at,7.377328285994727e-07,0.0008963453867483592,1.0
223075_s_at,1.7316286956962269e-06,0.0012138051145793745,1.0
223076_s_at,0.0009723900206994597,0.04655466233077317,1.0
223079_s_at,3.469591885698247e-05,0.005482657119958141,1.0
223090_x_at,6.466598888791835e-05,0.008109203996437926,1.0
223100_s_at,3.65894383090739e-05,0.005717574620769876,1.0
223111_x_at,0.0002759039626677469,0.020664450902546656,1.0
223130_s_at,0.00037703742844081027,0.025544636183396904,1.0
223132_s_at,1.13416682128432e-05,0.003061888684014441,1.0
223151_at,0.00024994898678613463,0.019477827335806205,1.0
223155_at,0.000646728929345097,0.034975177262060515,1.0
223189_x_at,0.0002407177396407884,0.018991691796334927,1.0
223190_s_at,0.0006565039393833035,0.03539877010432162,1.0
223234_at,0.0002951960374529292,0.02166421925870994,1.0
223236_at,0.000985479525075398,0.04705772317336016,1.0
223243_s_at,0.00019820360172825786,0.01651948464099466,1.0
223261_at,7.43813548409383e-05,0.008872207584209311,1.0
223287_s_at,1.3975986352654781e-06,0.0011552227189640409,1.0
223296_at,0.0003061862749094592,0.022291257763881068,1.0
223300_s_at,4.993115294811759e-06,0.001973377663081579,1.0
223301_s_at,2.858894180585568e-05,0.004978026730048278,1.0
223307_at,3.258941885067241e-05,0.005366947215844921,1.0
223315_at,1.5255815354259943e-05,0.0035953090710955276,1.0
223316_at,0.0009711286692437708,0.04653502190263205,1.0
223343_at,0.0001765221431930284,0.015368388820189215,1.0
223344_s_at,3.112093699544398e-05,0.005229859238257609,1.0
223358_s_at,0.00038094879582790335,0.025561928886897445,1.0
223361_at,0.0007669832892618835,0.03933847217672934,1.0
223381_at,0.00019245223310823038,0.0163136834809186,1.0
223423_at,0.0003110809231196004,0.02241377398530199,1.0
223429_x_at,0.00014760547082226088,0.013795434388388228,1.0
223454_at,0.0008535426415517654,0.04245964880603869,1.0
223466_x_at,3.412715287667842e-06,0.001645626171387262,1.0
223491_at,2.3925492998524954e-05,0.004464594981891986,1.0
223592_s_at,0.00019488547006232056,0.016417468160960232,1.0
223675_s_at,7.727121091855397e-05,0.009043865259006105,1.0
223696_at,0.0002286469841067085,0.018250034826327425,1.0
223738_s_at,0.0004587758849766346,0.02815215657811167,1.0
223776_x_at,0.0001824609317649583,0.015773122396222316,1.0
223861_at,0.00034539719283609963,0.02405680448192834,1.0
223864_at,2.9461741204793032e-05,0.00504670069840504,1.0
223989_s_at,4.400051873922703e-06,0.001822521486414574,1.0
224191_x_at,0.0006842688867849803,0.036428823159658036,1.0
224217_s_at,4.3308355250388866e-05,0.006348215344008073,1.0
224250_s_at,1.1485204674230378e-05,0.0030712314203311833,1.0
224254_x_at,0.00012832218498219755,0.01259607803213941,1.0
224331_s_at,0.0009541502103046089,0.04584197078067179,1.0
224333_s_at,0.0009119189885865499,0.04463667923094863,1.0
224428_s_at,9.573702535775656e-07,0.0009693373817472852,1.0
224516_s_at,5.771215492854425e-06,0.0020896768680252692,1.0
224523_s_at,0.0003115586324431553,0.02241377398530199,1.0
224576_at,8.345781989786694e-05,0.009467295613652898,1.0
224609_at,0.0003234641079591837,0.023027864717016108,1.0
224610_at,0.00018581580589132653,0.015923948569135232,1.0
224652_at,0.00018290186738372107,0.015773122396222316,1.0
224699_s_at,5.1418087017817e-06,0.00197977739978813,1.0
224706_at,0.0008159405601964893,0.04115456653943086,1.0
224740_at,0.00017556144923251904,0.015347988795802393,1.0
224751_at,0.0005644807254322115,0.0317520408055619,1.0
224778_s_at,1.7579435147285476e-05,0.003983114574037478,1.0
224809_x_at,0.00019602178451399977,0.016419093639543705,1.0
224838_at,0.0005462420883787455,0.03098110599803725,1.0
224847_at,3.918195826081648e-08,0.00015312507727994925,1.0
224848_at,4.321474397272981e-05,0.006348215344008073,1.0
224851_at,3.950836434191129e-06,0.0017528039660277108,1.0
224861_at,0.000860032198523631,0.04259262722307928,1.0
224862_at,0.0008812768843828684,0.04348719643829723,1.0
224863_at,0.0005162703476865949,0.030092837163928122,1.0
224869_s_at,0.0010515020990545837,0.04960386304211334,1.0
224870_at,0.0008534137848843829,0.04245964880603869,1.0
224879_at,0.00017220177129365655,0.015185696524968826,1.0
224901_at,9.116618547521387e-05,0.009870319189816472,1.0
224903_at,1.779530242988885e-05,0.003983114574037478,1.0
224909_s_at,7.670426104389214e-05,0.009018936500160866,1.0
224913_s_at,0.0007069459263637675,0.0369591035641601,1.0
224925_at,0.0005227361720761981,0.03015895902902856,1.0
224938_at,0.00040535351341844194,0.025561928886897445,1.0
224939_at,0.0005985114267307187,0.033323434069757685,1.0
224956_at,1.2559820996487865e-05,0.0032545412937581707,1.0
224957_at,0.0007204967658600294,0.037517295879425816,1.0
224967_at,0.0006993249056531878,0.03662412760209583,1.0
224970_at,6.281058650318939e-05,0.00800505551762676,1.0
224976_at,0.0007984442251538049,0.04057150372703001,1.0
224989_at,2.2257899190819385e-06,0.0013181461734708129,1.0
224990_at,1.3163406770383321e-05,0.003286343676578576,1.0
224999_at,0.0005462420883787455,0.03098110599803725,1.0
225064_at,2.8587414906439155e-06,0.0015470742036236042,1.0
