ProbeID,ENTREZID
2126,9747
2127,23390
2128,1386
2129,259230
2130,23515
2131,55215
2132,112464
2133,56987
2134,171586
2135,9140
2136,6738
2137,23387
2138,513
2139,253959
2140,23331
2141,1117
2142,123803
2143,196441
2144,57493
2145,5286
2146,23503
2147,64848
2148,1936
2149,23234
2150,5578
2151,27000
2152,10396
2153,1287
2154,200576
2155,29015
2156,115201
2157,23074
2158,85453
2159,4238
2160,112950
2161,27349
2162,5771
2163,144699
2164,9857
2165,9037
2166,6628
2167,9125
2168,9666
2169,2512
2170,91
2171,5495
2172,890
2173,57613
2174,57205
2175,10154
2176,157680
2177,107
2178,23194
2179,8467
2180,7035
2181,139322
2182,6297
2183,161291
2184,51663
2185,23130
2186,23116
2187,8777
2188,27161
2189,22980
2190,221443
2191,10963
2192,4750
2193,25907
2194,56929
2195,404672
2196,112479
2197,841
2198,9659
2199,286148
2200,124152
2201,56948
2202,57403
2203,3310
2204,7474
2205,10799
2206,5861
2207,25803
2208,92689
2209,9258
2210,155400
2211,8674
2212,119
2213,25841
2214,91316
2215,171546
2216,898
2217,55957
2218,6868
2219,7923
2220,222161
2221,23066
2222,55573
2223,51755
2224,3840
2225,1992
2226,151230
2227,84869
2228,4494
2229,25891
2230,6505
2231,388650
2232,54665
2233,91298
2234,5876
2235,54898
2236,6398
2237,55660
2238,643699
2239,905
2240,26156
2241,1984
2242,8076
2243,3075
2244,10645
2245,3752
2246,55062
2247,260294
2248,1849
2249,9939
2250,120526
2251,79912
2252,83941
2253,633
2254,4603
2255,23329
2256,5912
2257,51099
2258,91977
2259,285282
2260,10418
2261,9686
2262,51491
2263,1946
2264,286527
2265,2066
2266,29937
2267,5589
2268,6472
2269,6227
2270,23432
2271,91966
2272,6432
2273,9236
2274,6175
2275,8725
2276,5229
2277,10478
2278,7703
2279,27122
2280,8574
2281,90141
2282,25898
2283,55752
2284,1464
2285,65110
2286,23392
2287,3039
2288,10036
2289,4839
2290,9107
2291,8833
2292,8991
2293,5898
2294,9
2295,6687
2296,6019
2297,4641
2298,11261
2299,3514
2300,84981
2301,55183
2302,23324
2303,891
2304,283537
2305,2734
2306,54432
2307,7690
2308,9349
2309,90333
2310,23090
2311,1183
2312,27324
2313,145389
2314,375035
2315,55816
2316,7534
2317,26134
2318,6427
2319,8637
2320,9358
2321,7110
2322,667
2323,11042
2324,9191
2325,28793
2326,6648
2327,63923
2328,27315
2329,91646
2330,10758
2331,30968
2332,56271
2333,387082
2334,23774
2335,30851
2336,5606
2337,10554
2338,26046
2339,25855
2340,9919
2341,490
2342,6627
2343,51442
2344,91353
2345,4946
2346,23002
2347,5688
2348,28902
2349,60436
2350,2908
2351,25844
2352,9538
2353,56005
2354,100302285
2355,2064
2356,28797
2357,10367
2358,84823
2359,57446
2360,2597
2361,1300
2362,3137
2363,6867
2364,3133
2365,100506759
2366,4193
2367,8989
2368,51241
2369,2778
2370,29035
2371,6595
2372,29927
2373,51142
2374,6277
2375,166
2376,51322
2377,64065
2378,6231
2379,54606
2380,51155
2381,51280
2382,23788
2383,51109
2384,27173
2385,51646
2386,10652
2387,10419
2388,2590
2389,5832
2390,27131
2391,54458
2392,55666
2393,4848
2394,80762
2395,51520
2396,57092
2397,10093
2398,51465
2399,51324
2400,79811
2401,10713
2402,51466
2403,51400
2404,29079
2405,26354
2406,51150
2407,10113
2408,8554
2409,55819
2410,79869
2411,25825
2412,4282
2413,51719
2414,56937
2415,996
2416,55831
2417,55226
2418,55705
2419,2060
2420,55738
2421,51474
2422,79647
2423,51133
2424,53826
2425,54867
2426,23588
2427,9531
2428,64118
2429,27183
2430,28977
2431,10905
2432,553115
2433,64771
2434,55245
2435,55914
2436,53339
2437,10055
2438,26071
2439,79001
2440,51070
2441,23469
2442,29105
2443,51399
2444,738
2445,51143
2446,55585
2447,54948
2448,11177
2449,54529
2450,57820
2451,51292
2452,79180
2453,54973
2454,58472
2455,22822
2456,2287
2457,7570
2458,51065
2459,9055
2460,59286
2461,79902
2462,51307
2463,10455
2464,28958
2465,29088
2466,64834
2467,54502
2468,51203
2469,51138
2470,64343
2471,23412
2472,51569
2473,64943
2474,10328
2475,51123
2476,4201
2477,56674
2478,79894
2479,29099
2480,51647
2481,79893
2482,11124
2483,80142
2484,53827
2485,55717
2486,3267
2487,55858
2488,10564
2489,55852
2490,54881
2491,51073
2492,55723
2493,9978
2494,100287932
2495,54884
2496,55246
2497,55177
2498,54815
2499,79042
2500,55696
2501,55745
2502,51185
2503,57761
2504,55830
2505,79581
2506,79587
2507,55720
